question,views,posted
Is LPU good for BBA?,399,2 years ago
"Which is good Institute Loyala Institute, FMS, DU or LPU for MBA?",128,2 years ago
"Which is the best college between LPU, SMU and MUJ?",368,2 years ago
Which is the best college to pursue B.Tech in CSE or ECE if I score around 70-80% in boards?,259,2 years ago
When will the batch of B.Sc. In agriculture commence this year?,27,2 years ago
Is LPU a good option for MBA?,285,2 years ago
Which is better among LPU and Bundelkhand University for B.Tech in CS?,501,2 years ago
"Which college is best for fashion design: LPU, IIFT AIFD or INIFD?",29,2 years ago
Is mechanical engineering best in LPU?,36,2 years ago
Can I pursue B.Tech in computer science from LPU after Diploma in mechanical engineering?,662,2 years ago
What is the syllabus for 1st year of B.Sc agriculture honors?,322,2 years ago
"Which is a better college to pursue MBA, Amity University-Noida, LPU, CU or Sharda University?",45,2 years ago
Is it worth to join LPU?,176,2 years ago
Is BBA course available in LPU and KPB Hinduja College?,294,2 years ago
Which university is better for B.Com LL.B. Integrated: Lovely Professional University or Chandigarh University?,33,2 years ago
Can I pursue M.A. In psychology in LPU? Can I get good job opportunities after pursuing this course in LPU?,23,2 years ago
How is LPU for B.Com honors?,70,2 years ago
Does LPU takes donation for direct admission?,128,2 years ago
"Sir, does CGPA matters for best placements in LPU?",2200,2 years ago
Can I get admission in LPU through donation in B.Tech CSE?,112,2 years ago
Is mechanical engineering best in LPU?,168,2 years ago
LPU provide hotel management in B.A.,58,2 years ago
"Which one out of SRM, VIT, Shiv Nadar and LPU makes sense for B.Tech if I look for great ROI on my investment?",364,2 years ago
Which is best for CSE: MIT or LPU?,12,2 years ago
Is Lovely Professional University a good option to do B.Tech?,223,2 years ago
What placement packages can I get from LPU after completing MCA?,31,2 years ago
Am I eligible for Education loan in two years academic gap after 12th?,48,2 years ago
What is the procedure for getting direct admission in LPU? I have scored 62% in 12th and 78% in graduation.,52,2 years ago
Is CU good for mechanical engineering than LPU?,82,2 years ago
pl suggest which is better for b.tech cse upes or lpu or ncu,792,2 years ago
Is it true that the environment of LPU is not up to the mark?,105,2 years ago
When will the admissions begin for international students in LPU?,20,2 years ago
Does LPU offer admission on the basis of class 12th scores? Do I stand a chance to get admission with 75% in 12th?,223,2 years ago
How is Lovely Professional University for MBA? I am planning to take admission next year. How good is it for HR?,82,2 years ago
How are the placements of B.Tech biotechnology at LPU?,91,2 years ago
What about B.Arch course at LPU?,202,2 years ago
Which university has better infrastructure Thappar or LPU.,44,2 years ago
What is the fee structure for MCA through lateral entry in LPU?,106,2 years ago
Will I able to score 99 percentile in CAT if I join LPU for BBA?,210,2 years ago
"Which is the better option for B.Tech (CSE) between the lpu, srm, thapar universities in terms of faculty and placements?",235,2 years ago
Which college is better Amity University Noida or LPU for B.Tech CS?,120,2 years ago
"Which college is better for BCA in terms of placement: MIT, Pune, LPU or Galgotias University?",694,2 years ago
"Which institute is better for pursuing BBA: Amity-Jaipur, LPU-Jalandhar or IPER-Bhopal?",373,2 years ago
"Is LPU better than Amity and SRM, Delhi-NCR for B.Tech CSE?",459,2 years ago
I got 91.67% in pcm from cbse board and 100 marks in JEE. Please suggest me the good private colleges........,350,2 years ago
"Which university is better for MBA in terms of placements, LPU or IMS Unison?",51,2 years ago
"Which institute is better for B.Tech biotech in terms of placement: SRM, LPU or Manipal Institute of Technology?",47,2 years ago
Which is the best university Amity or LPU? I have mixed reviews of Amity. I have cleared both Amity and LPU entrance exam for B.Tech civil.,53,2 years ago
Which has better placements for B.Tech GNDU or Chandigarh University?,73,2 years ago
Which courses does LPU offer for agriculture?,218,2 years ago
Why should I get admission in LPU? Is it a good university?,405,2 years ago
What is the minimum percentage required for getting admission in Biotechnology course?,128,2 years ago
Can I get direct admission in B.Pharma or is there any entrance required in Lpu university.,121,2 years ago
"Which university is best for M.Tech in CSE, IISc Bangalore or LPU?",179,2 years ago
"Sir, is it possible to pursue B.Tech through lateral entry in LPU?",16,2 years ago
Which is the best university among Satayabama or LPU for CSE?,141,2 years ago
"Which is better PGDM in XIME Bangalore or MBA in Amity in Noida, MBA in LPU in terms of placement, return of investment, curriculum etc.?",620,2 years ago
"Can you please compare LPU and Techno India University, Kolkata for B.Tech CSE?",276,2 years ago
"Which college is the best, Manav Rachna, Amity or LPU?",58,2 years ago
Compare msc biotechnology University vit or lpu,10,2 years ago
Which one is better for agricultural Science among LPU and Amity University-Noida in terms of placement and facilities?,249,2 years ago
"Which college would be better for B.Sc. in agriculture among Doon Business School, Dehradun and LPU?",177,2 years ago
Which one is better among LPU and Amity for BBA?,225,2 years ago
Is LPU good for nutrition and dietetics after 12th?,76,2 years ago
What are the chances of placement after B.Sc in game design?,229,2 years ago
Do banks provide finance to study MBA in LPU?,327,2 years ago
Is Lovely Professional University a good choice in terms of placements?,165,2 years ago
Which course is good in programming and coding section among BCA & B.Tech?,2300,2 years ago
Can lovely professional university get closed anytime?,51,2 years ago
Lovely Professional University is starting with B.Tech in agriculture. Should I do it from this university or not?,179,2 years ago
Can I get admission in LPU on the basis of 12th marks? I got 90% marks in PCB at 12th.,87,2 years ago
"If I have scored 91.8% in 12th, can I get scholarship for MBA in LPU?",18,2 years ago
Can I get admission in LPU for B.Tech civil engineering with 72% marks in class 12th and without appearing for LPUNEST?,158,2 years ago
Is it important to have ICAR to pursue B.Sc agriculture from universities like LPU?,306,2 years ago
When to apply for Lovely Professional University and other universities like Indraprastha University?,222,2 years ago
How to join B.Tech in LPU after 3 years Diploma in civil engineering?,1100,2 years ago
What are the scholarship options available in LPU apart from academics?,98,2 years ago
Which amongst CGC and LPU is ranked better?,90,2 years ago
Why does Lovely Professional University have such a bad reputation?,92,2 years ago
Is LPU and CU University valid in Nepal?,17,2 years ago
What is the percentage required in class 12th for getting admission in LPU and KPB Hinduja college for BBA?,27,2 years ago
Can I take admission in LPU for B.Tech?,228,2 years ago
Can I get admission in LPU for fashion design? I have 63% in 12th.,20,2 years ago
Does LPU help their students in research. I am looking forward with M.Sc. Chemistry?,314,2 years ago
Does LPU offer any benefits to defence people or its dependents in studies?,85,2 years ago
"Shall I pursue mechanical engineering from NIT, Sikkim or CSE from LPU?",301,2 years ago
"Which university is better for 3 years LLB amongst LPU-Jalandhar, Amity-Noida, Mumbai and Lucknow?",489,2 years ago
Is it beneficial to pursue LL.B. From LPU rather than from any Law school?,50,2 years ago
Which one is best for MBA: Doon Business School or LPU?,562,2 years ago
Which is a better option: LPU or Jain University for civil engineering?,60,2 years ago
"Is there any choice between LPU, Delhi and LPU, Jalandhar?",38,2 years ago
"Which University is best for B.A.(Hons) in english, DIT, Doon University or LPU?",65,2 years ago
Which is better LPU CSE or ITER Bbs CSE? What are the average placement of both of them and average CSE branch placement.,36,2 years ago
Which college is better for a B.Pharma NIMS or LPU?,23,2 years ago
Does Lovely Professional University offer courses in psychology?,390,2 years ago
"Which college is best for MBA. Ibs Hyderabad, BML munjal University, alliance university, woxsen University, LPU, sda balconi.",34,2 years ago
"How does it feel to be a student at Lovely Professional University, LPU?",231,2 years ago
Which one should I prefer for B.Des: Lovely Professional University or Unitedworld Institute of Design and why?,1200,2 years ago
"Which will be best for B.Tech CSE among LPU, Presidency University and Acharya Institute of Technology?",160,2 years ago
How big is the LPU campus?,312,2 years ago
Which university is better among LPU and Jain University for B.Tech in CS?,614,2 years ago
Which one is better for BBA programme Galgotias University or Lovely Professional University.,143,2 years ago
"Is it worthy to do MBA in finance from GNDU, Jalandhar or should I go for LPU for this course or none of the above?",177,2 years ago
How is the campus life? What is the placement record?,122,2 years ago
Does Lovely Professional University send transcripts according to WES norms in a sealed envelope and cross-signed?,365,2 years ago
Does LPU have marketing specialisation in MBA+BBA dual degree?,200,2 years ago
How can I go for Dual course at LPU. I enrolled in simple BBA looking for Dual BBA-MBA.,41,2 years ago
How is Lovely professional university for B.Tech CSE.,47,2 years ago
"Is VIT, Bhopal a better college for CSE as compared to LPU?",102,2 years ago
What is BBA+MBA integrated course all about?,249,2 years ago
"Which is a better option among pursuing BBA from LPU or pursuing integrated BBA+MBA from Nirma University, Ahmedabad?",654,2 years ago
Which college is better between LPU and UPES for B.Tech in CSE?,538,2 years ago
Am I eligible to take admission in LPU university if I scored 60% in 12th?,532,2 years ago
How can I get admission for MBA in LPU without appearing for any entrance exam?,116,2 years ago
Is LPU recognised by ICAR and UGC?,90,2 years ago
Which university is better for engineering among LPU and DAVIET in terms of studies and placement?,180,2 years ago
"Which is a better college to pursue hotel management, RIG-Noida or LPU?",200,2 years ago
Fashion design courses at LPU is better or at Amity university?,245,2 years ago
How are the placement in LPU for MBA students?,36,2 years ago
"Can I apply in LPU, Delhi for BBA? I am appearing for 12th board exams in March 2018. I don't expect high percentage not more than 70%.",275,2 years ago
"Can I know how are the placements in LPU for an MBA and educational atmosphere, campus, education, or course?",143,2 years ago
What is the placement ratio of Lovely Professional University for B.Arch?,192,2 years ago
Which course is best? I got 90% in 10th and 12th -93% but unfortunately discontinued my studies because of my health issues.,278,2 years ago
What is the scholarships LPU is offering in phase 5?,66,2 years ago
"Which is a better college for CSE among SRM, LPU, BMS Institute, MS Ramaiah and Dayanand Sagar?",749,2 years ago
I got 69 % in 12th CBSE board but I didn't got qualify JEE Mains. Should I go for LPUor any other top university?,280,2 years ago
How is LPU for pursuing LLB?,119,2 years ago
I got 45% in 12th and I am interested in B.A. Programme so is it possible to join LPU in 2020 session?,57,2 years ago
Is it good to pursue B.Tech from LPU?,90,2 years ago
What CGPA I should maintain at LPU to get more than 7 Lacs packages?,701,2 years ago
What is the fee structure of Lovely Professional University for B.A LL.B course?,178,2 years ago
"Which college is better for B.Tech in ECE: UEM, Jaipur or LPU?",349,2 years ago
Which is a better option for MBA among Lovely Professional University and Sharda University.,282,2 years ago
Which is the best university for BBA among Christ University and LPU?,86,2 years ago
Which is the best university LPU or Subharti for B.Tech? I am from Meerut.,215,2 years ago
How are the placements of B.Tech in CSE from LPU?,350,2 years ago
"Which is a better university to pursue B.Tech, GITAM University or LPU?",241,2 years ago
Can we do Ph.D. if there is a gap in studies after completion of Masters?,687,2 years ago
Which college is better for B.Tech- LPU or Sharda University?,110,2 years ago
"Can I know what scholarship I should expect in LPU, after getting  91% marks in the 10th class and 76% marks in the 12th class?",29,2 years ago
Which is better for CSE- KIIT or LPU?,238,2 years ago
Can I take admission in LPU or Galgotias for BBA or shall I go for improvement exams? I have scored 53% in 12th.,177,2 years ago
Which is the best college for placements among UPES and LPU?,82,2 years ago
I got 971 in the IPE can I get seat in lovely professional university?,11,2 years ago
How is LPU for Fashion design (B. Design Fashion)?,409,2 years ago
How is LPU? Can you provide its review?,340,2 years ago
How are pharma courses at LPU?,246,2 years ago
"Which is better, Teerthanker Mahaveer University (TMU) or Lovely Professional University (LPU)?",79,2 years ago
How is Lovely Professional University for B.Tech?,71,2 years ago
Is a BBA+MBA at LPU University a good option?,156,2 years ago
"I am from Bangladesh. Can I get admission in Physiotherapy at LPU? If yes, then how? Can anyone describe me the process Please?",67,2 years ago
Which college is good for pursuing B.Tech CSE Galgotias University or LPU?,52,2 years ago
What is the minimum mark for admission in LPU?,101,2 years ago
What would be the fees if you take a direct admission in the LPU?,26,2 years ago
I want to know about the latest cutoff information for M.Sc. (Hons.) in Microbiology at LPU Jalandhar.,9,2 years ago
Can I get admission in LPU for B.Sc computers without appearing for LPUNEST? What is the procedure for the same?,127,2 years ago
Do you recommend to pursue mechanical engineering from LPU?,74,2 years ago
Fashion Design from LPU or Pearl.,144,2 years ago
Why LPU is the best for automobile engineering?,40,2 years ago
Is automobile engineering okay in LPU?,36,2 years ago
"Im in class 12th, intermediate education, telangana board, what percentage is required to get admission in LPU, Punjab?",269,2 years ago
Should I pursue BBA or B.Tech CSE from LPU if I want to pursue MBA in future?,19,2 years ago
How do I get an admission into LPU to pursue MBA? Is it easy or tough?,32,2 years ago
"Which college is good for B.Com among Amity University, Noida and LPU?",236,2 years ago
"Which is a better university to pursue CSE, Amity University-Noida or LPU?",88,2 years ago
Can you provide some information about LPU?,121,2 years ago
How is LPU for pursuing ECE?,98,2 years ago
Can you share some information about LPU? What is the placement record? Is it worth to pursue CSE from LPU?,200,2 years ago
Which university has good placements: SRM or LPU?,45,2 years ago
Which one should I prefer for B.Com Christ University or Lovely Professional University and why?,48,2 years ago
"Which is the best college for MBA among IMED Pune, LPU Punjab, IPS Jaipur, Yashaswi and IIMS Pune?",88,2 years ago
Which is the best college to pursue CSE among LPU and Sathyabhama?,135,2 years ago
Which is the best college for placements among UPES and LPU?,126,2 years ago
What was the highest package offered in the CSE branch at LPU?,45,2 years ago
Which college is costlier among LPU and SRM?,13,2 years ago
Which college is better among LPU and GITAM University to pursue BE?,173,2 years ago
Which is a better option for MBA among Lovely Professional University and Doon Business School?,163,2 years ago
Is it good to pursue CSE from LPU or SASTRA University? How are its placements?,518,2 years ago
What is the fee structure in Lovely Professional University for B.Tech in mechanical engineering without scholarship?,136,2 years ago
"Is ICFAI, Hyderabad good for B.Tech as compared to LPU or Sastra?",307,2 years ago
I want to know is there a donation system in LPU.,15,2 years ago
I want to pursue Automobile engineering. I have narrowed down my choice to Shiv Nadar University and Lovely Professional University.,48,2 years ago
What is the average salary for B.Tech mechanical?,128,2 years ago
"Which is the best university for B.Tech CS in LPU, Chandigarh University & Chitkara University (Patiala)?",41,2 years ago
How are the placements at LPU? Is there any recognition problem?,173,2 years ago
Is it bad to join LPU for B.Tech in CSE; is LPU good for CSE?,214,2 years ago
"Can I know which is a better college for CSE among LPU and Jaypee, Noida?",145,2 years ago
When compared to Amity University for B.Sc microbiology would you rate LPU or Amity better?,72,2 years ago
For a mediocre student which one is better option IHM from Chennai or aerospace engineering from LPU? Please reply fast.,42,2 years ago
What is better B.Tech CS in which UPSEE private college or lpu.,39,2 years ago
"Which college is best LPU or IHM, Meerut?",285,2 years ago
"Which is best: LPU or BITS, Mesra?",1300,2 years ago
In which College should I pursue B.Tech in CSE? LPU Jalandhar/ DIT Dehradun/ GLA Mathura taking consideration of Placement and package,339,2 years ago
Which university is better for CSE among LPU and Saveetha University?,379,2 years ago
How is the environment and education? What is the placement record? What are the career prospects after completing B.Tech in CSE from LPU?,36,2 years ago
"Which is better, PU or LPU?",121,2 years ago
"Which engineering branch is best for getting good packages and placement at LPU, Jalandhar?",45,2 years ago
"Which university is better in placements for a BCA among Chandigarh University, Chitkara University and LPU?",39,2 years ago
"Which is better among Dayanand Sagar, Acharya Institute of Technology, C V Raman, LPU and Techno India in terms of placement for EEE?",330,2 years ago
Which is the best college for B.Sc. In hotel management among SRM (main campus) and LPU?,13,2 years ago
Is LPU better for MBA?,97,2 years ago
"Which college is better for MBA among LPU, Jalandhar and NSB Bangalore?",517,2 years ago
"Which engineering branch is best for getting good packages and placement at LPU, Jalandhar?",161,2 years ago
How are the placements for MCA at LPU?,130,2 years ago
What is the rank required to get CS branch in LPU?,320,2 years ago
Is true that LPU campus is very much secured?,63,2 years ago
How are placements in LPU for fashion designing?,1600,2 years ago
Which one is the best for MBA among IIBS-Bangalore and LPU?  What is the average and highest salary package offered here?,308,2 years ago
How is Lovely Professional University to pursue MBA? How are the placement for the same?,237,2 years ago
I'm from Maharashtra and my board of examination is SSC+HSC will I get admission for B.Sc. In hospitality and management in LPU?,137,2 years ago
Should I choose Sharda University or Lovely Professional University?,123,2 years ago
What is the placement record? Can I pursue CSE in LPU? How is the academic environment?,121,2 years ago
Which university is better for CSE: LPU or Amity or Landran college?,352,2 years ago
Which is best for a B.Tech in terms of curriculum and placements - LPU or VIT?,22,2 years ago
Do I need to appear for any entrance exam in LPU to get admission for B.Sc in computer science?,86,2 years ago
"Which engineering branch is best for getting good packages and placement at LPU, Jalandhar?",153,2 years ago
What is the difference between LPU and SRM?,389,2 years ago
Which should I go for - Chitkara or LPU? Which one should I go for?,58,2 years ago
I got a 92 percentile in the JEE Mains. What scholarship can I expect at LPU?,960,2 years ago
Should I choose a reputed government college for CSE or pursue the same from a private university like LPU or Chitkara?,28,2 years ago
"Which University is good for BBA+MBA, OP Jindal Global University or Lovely Professional University?",163,2 years ago
How is aero space engineering in LPU? Does it have infrastructure and faculty to support such a programme?,100,2 years ago
Which are the companies that give placement for only interior designing in LPU?,106,2 years ago
Is LPU the best private university?,328,2 years ago
Is LPU good for MCA placement?,192,2 years ago
Is lovely professional university is a good college for btech in mechanical engineering. Is this is fake.,75,2 years ago
Which college is better for B.A. LL.B. Amity university Lucknow or LPU.,84,2 years ago
What is the annual fees for B.Sc. Agriculture at LPU?,84,2 years ago
"Which university is the best for an MBA, LPU or business schools?",16,2 years ago
"In LPU, after B.Sc. Physics, how are the placements?",38,2 years ago
"Which is the best university for B.Tech in CSE among LPU, Jalandhar and ITER, Bhubaneswar?",95,2 years ago
"Which is a better college to pursue B.Tech, LPU or UPES?",118,2 years ago
What is the process of getting admission in LPU for journalism and mass communication?,248,2 years ago
How is LPU for Genetics and Plant Breedings for M.Sc. Agriculture?,25,2 years ago
How is the LPU for B.Tech civil engineering. How is the placement?,223,2 years ago
"I have 85% in 10th, 90% in 12th and 8 CGPA out of 10 in BE. Do I need to write any entrance exam or is it enough for MBA in LPU?",258,2 years ago
If I didn't give LPU-NEST & JEE and 12th percentage is 87%. Will I get admission in LPU under management quota in the branch CSE?,220,2 years ago
"What is the hostel rent in LPU? Is it for a year, or how long?",29,2 years ago
Can I do B.Sc. In chemistry from LPU though I didn't study math at 12th? I am a PCB student.,158,2 years ago
"Which one is better for civil engineering.LPU,VIT,MANIPAL,KIIT or any other which you know better",289,2 years ago
Amity Jaipur or lpu for CSE? I am Jodhpur based. Drugs in Punjab is a concern.,47,2 years ago
"Which college is better for mechanical engineering among LPU, GLA and Amity University?",197,2 years ago
Which university should I choose to pursue computer science engineering among Lovely Professional University and Galgotiyas University?,215,2 years ago
How can I get admission in LPU by JEE Mains? I scored 102 marks in JEE marks.,198,2 years ago
Is it a good choice to pursue B.Com from LPU?,165,2 years ago
Which one is good for B.Tech mechanical engineering LPU or IP.,88,2 years ago
"Is aerospace engineering faculty and infrastructure good in Lovely Professional University, Lpu Punjab?",100,2 years ago
"Should I opt for CSE in BM Institute of Engineering and Technology, Sonipat or pursue the same from LPU?",210,2 years ago
"What is the average and highest salary package a student can get after completing mass media course from LPU, Jalandhar?",178,2 years ago
Which university is better among LPU & Manav Rachna for B.Tech CSE?,440,2 years ago
Can I get placement after completing BBA from LPU?,542,2 years ago
Which is best for B.Arch SPA in Delhi or LPU in Punjab?,62,2 years ago
"Which is a better college to pursue CSE, Guru Nanak Dev Engineering College, Ludhiana or LPU? How is its placement assistance?",321,2 years ago
What is the placement range for an agriculture B.Tech in LPU?,40,2 years ago
I want to know if the highest package at LPU for a B.Tech is 20 Lacs and whether the packages offered are good.,31,2 years ago
Should I got for jiit or lpu cuz I have seen the average package of Jiit I far better Trajan LPU?,71,2 years ago
Can I get admission in a B.Tech at LPU when it's been 6 years to my class 12?,26,2 years ago
Is it a good choice to pursue BHM from LPU?,291,2 years ago
I have done my +2 commerce with 84%. Can I get admission in LPU for B.Com?,163,2 years ago
Can I join LPU without writing the LPUNEST exam as I have 78% of total marks in SSLC and 68% of marks in 2nd PUC?,82,2 years ago
Which one would be better -general BBA from Delhi University /Mumbai University or BBA with specialisation from LPU/ UPES?,253,2 years ago
"Which is the best college for civil engineering- LPU, Galgotiyas and SRM?",274,2 years ago
Can I get admission in LPU on the basis of 12th marks? I got 90% marks in PCB at 12th.,312,2 years ago
Is LPU better for MBA in terms of placement and education? Should I wait and prepare for a better college?,169,2 years ago
"If I get 50% marks in 12th, can I get admission in LPU?",595,2 years ago
How is Lovely University for media and communication? Do I need to appear for any entrance exam for the same after 12th?,156,2 years ago
Is it a good choice to pursue interior designing from LPU? How is its placement assistance?,176,2 years ago
I want admission in Lovely Professional University through JEE Main. So what is the procedure to apply for engineering?,42,2 years ago
Are the admission form still open? I'm currently studying in 12th CBSE and want to apply. Am I late?,219,2 years ago
I got  89% in 10+2. Can you tell me about the scholarship to get admission in your university?,249,2 years ago
I have secured 60% in BBA. Can I pursue MBA from LPU? What will be the fee structure?,220,2 years ago
Should I join LPU for CSE? I scored 90.05 percentile in JEE Mains and 73.4% in 12th.,293,2 years ago
What was the highest package at LPU last year?,179,2 years ago
What is the duration of mechatronics engineering for lateral entry student?,200,2 years ago
Is LPU a good private college? What is the average salary that the students of mechanical engineering gets after studying from there?,62,2 years ago
I got 93 percentile in jee mains jan 2020. Can I get direct admission in LPU,413,2 years ago
"How is IIBS, Mysore and Bangalore and LPU-MBA-IB in terms of study and placement?",68,2 years ago
What is the fees structure of MBA in lovely professional university per annum?,137,2 years ago
Which is a better college among LPU and UPES?,188,2 years ago
How are LPU and SRM University for 5-year law course?,319,2 years ago
"How much fee concession will I get in LPU, I scored 97.4 percent marks in class 12th?",255,2 years ago
How to apply for admission?,534,2 years ago
"Is Mittal School of Business, LPU good for MBA? What are the placements Scenario at LPU?",91,2 years ago
How can I get admission in LPU to pursue B.Tech?,61,2 years ago
LPU Delhi infrastructure?,38,2 years ago
Is LPU good for aerospace engineering?,48,2 years ago
Which is a better college among Shri Ramdeobaba College of Engineering and Management and LPU?,123,2 years ago
Which one is better among LPU and Amity University?,96,2 years ago
Which is a better option among pursuing B.Tech in computer Science from LPU and pursuing BCA from VIT?,158,2 years ago
"Which is the best university to pursue BBA, Amity University, BML Munjal or LPU?",277,2 years ago
What are the payment options at LPU?,57,2 years ago
Is LPU a good choice for civil engineering?,28,2 years ago
How can I apply for BBA admission in Lovely Professional University?,50,2 years ago
"Can you provide the detailed fee structure of LPU, Jalandhar for aerospace engineering?",57,2 years ago
Is LPU good for B.Sc in airline tourism and hospitality management and how are the placements?,42,2 years ago
How are the placements of B.Tech in mechanical engineering at LPU?,225,2 years ago
What is the criteria to join product design course in LPU?,162,2 years ago
Is LPU good for B.Sc. Economics?,83,2 years ago
admission criteria in BCA ( Hons.),7,2 years ago
Is it a good option to pursue B.Com from LPU?,230,2 years ago
Which is the best BBA (Hons. ) or B.Com (Hons. )?,46,2 years ago
Can I get the details of physiotherapy degree in LPU?,117,2 years ago
"How is the placement of a B.Tech CS in LPU, in terms of which companies come and how much do they pay to do so?",11,2 years ago
B.Sc. Medical registrations open in LPU or not?,13,2 years ago
How can I pursue B.Tech from LPU?,115,2 years ago
I completed my intermediate and I am planning to join LPU University in CSE. Is it good university or not? Can anyone guide me?,10,2 years ago
"Which is better, ECE at RKGIT or CSE at LPU?",24,2 years ago
Can I know does LPU have any tie-up with Talent Edge?,14,2 years ago
"Which university is good for B.Tech amongst LPU-Jalandhar, Amity-Noida, SRM-Chennai and Sharda University?",386,2 years ago
"I need some help with admissions in LPU University, Punjab.",257,2 years ago
Can I get job abroad if I done my B.Tech from UGC recognised university (LPU) but not AICTE approved.,86,2 years ago
Well. Being a student of JNU is my target and I am confused On LPU ( Lovely Professional University ).. .,51,2 years ago
"Which engineering college should I choose among VIT, SRM, Amity, Amrita, LPU, KIIT, Thapar and Manipal for CSE?",30,2 years ago
"Which is best college for computer science? I have scored in JEE mains rank: 76209, BITSAT: 287 and Manipal rank: 3398.",91,2 years ago
"Can I get a scholarship, what are some details about the MBA Talent Edge programme at LPU?",18,2 years ago
How is Fine Arts at LPU? I am good in Fine Arts.,26,2 years ago
I want to study forensic Science but I've missed LPU entrance exam now can I get admission or are there any alternate ways.,34,2 years ago
Is it a good choice to pursue architecture course from LPU? Will I get good salary package after completing the same?,577,2 years ago
What is the minimum marks required to get a seat in CSE at LPU?,193,2 years ago
Which is a better option among pursuing B.Tech in computer Science from LPU and pursuing BCA from VIT?,103,2 years ago
"For an MBA, which is better: UIAMS or LPU?",27,2 years ago
Which is better out of Lovely Professional and SRM University for opting mechatronics engineering?,99,2 years ago
Am I eligible for admission in B.Tech automobile engineering?,126,2 years ago
I have 85% in 10th 90% in 12th and 8 out of 10 cgpa in BE graduation without writing any entrance test can I get MBA admission in LPU Punjab,87,2 years ago
What is the scope of Food Technology?,35,2 years ago
Is it worth trying MBA in HR in LPU?,39,2 years ago
Does LPU accept JEE Main score?,296,2 years ago
